text	normalized	phones	ipa	style	source	status	reviewer	notes_or_phones_google
अध्ययन	अध्ययन	ax dh . dh y aa . y ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax dh . dh y aa . y ax n
अध्ययनकर्ता	अध्ययनकर्ता	ax d . dh y ax . y ax n . k ax r . t aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax d . dh y ax . y ax n . k ax r . t aa
अध्ययनको	अध्ययनको	ax d . dh y ax . y ax n . k o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax d . dh y ax . y ax n . k o
अध्ययनरत	अध्ययनरत	ax d . dh y ax . y ax n . r ax t		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax d . dh y ax . y ax n . r ax t
अध्यागमन	अध्यागमन	ax d . dh y aa . g ax . m ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax d . dh y aa . g ax . m ax n
अध्यात्म	अध्यात्म	ax d . dh y aa t . m ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax d . dh y aa t . m ax
अध्यात्मवाद	अध्यात्मवाद	ax d . dh y aa t . m ax . b aa d		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax d . dh y aa t . m ax . b aa d
अध्यादेश	अध्यादेश	ax d . dh y aa . d e s		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax d . dh y aa . d e s
अध्यापक	अध्यापक	ax dh . dh y aa . p ax k		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax dh . dh y aa . p ax k
अध्यापन	अध्यापन	ax d . dh y aa . p ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax d . dh y aa . p ax n
अध्याय	अध्याय	ax d . dh y aa . y ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax d . dh y aa . y ax
अध्येता	अध्येता	ax dh . dh y e . t aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax dh . dh y e . t aa
अन	अन	ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax n
अनजान	अनजान	ax n . dz aa n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax n . jh aa n
अनन्त	अनन्त	ax . n ax n . t ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n ax n . t ax
अनन्तकाल	अनन्तकाल	ax . n ax n . t ax . k aa l		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n ax n . t ax . k aa l
अनपढ	अनपढ	ax n . p ax dxh		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax n . p ax ddh
अनमिन	अनमिन	ax n . m i n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax n . m i n
अनमोल	अनमोल	ax . n ax . m o l		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n ax . m o l
अनलाइन	अनलाइन	ax n . l aaj n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax n . l aaj n
अनलाइनखबर	अनलाइनखबर	ax n . l aaj n . kh ax . b ax r		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax n . l aaj n . kh ax . b ax r
अनवरत	अनवरत	ax . n ax . b ax . r ax t		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n ax . b ax . r ax t
अनशन	अनशन	ax n . s ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax n . s ax n
अनसन	अनसन	ax n . s ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax n . s ax n
अनाज	अनाज	ax . n aa dz		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n aa jh
अनाथालय	अनाथालय	ax . n aa . th aa . l ax . y ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n aa . th aa . l ax . y ax
अनामनगर	अनामनगर	ax . n aa m . n ax . g ax r		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n aa m . n ax . g ax r
अनार	अनार	ax . n aa r		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n aa r
अनाहक	अनाहक	ax . n aa . h ax k		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n aa . h ax k
अनिकाल	अनिकाल	ax . n i . k aa l		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n i . k aa l
अनिकालको	अनिकालको	ax . n i . k aa l . k o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n i . k aa l . k o
अनिता	अनिता	ax . n i . t aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n i . t aa
अनित्य	अनित्य	ax . n i t . t y ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n i t . t y ax
अनिद्रा	अनिद्रा	ax . n i d . d r aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n i d . d r aa
अनियमितता	अनियमितता	ax . n i . y ax . m i t . t aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n i . y ax . m i t . t aa
अनिल	अनिल	ax . n i l		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n i l
अनिश्चय	अनिश्चय	ax . n i s . ts ax . y ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n i s . ts ax . y ax
अनिश्चितकाल	अनिश्चितकाल	ax . n i s . ts i t . k aa l		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n i s . ts i t . k aa l
अनिश्चितता	अनिश्चितता	ax . n i s . ts i . t ax . t aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n i s . ts i . t ax . t aa
अनिष्ट	अनिष्ट	ax . n i s . tx ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n i s . tt ax
अनु	अनु	ax . n u		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n u
अनुकूल	अनुकूल	ax . n u . k u l		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n u . k u l
अनुकूलता	अनुकूलता	ax . n u . k u l . t aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n u . k u l . t aa
अनुकूलन	अनुकूलन	ax . n u . k u . l ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n u . k u . l ax n
अनुक्रम	अनुक्रम	ax . n u . k r ax m		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n u . k r ax m
अनुगमन	अनुगमन	ax . n u . g ax . m ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n u . g ax . m ax n
अनुगमनका	अनुगमनका	ax . n u . g ax . m ax n . k aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n u . g ax . m ax n . k aa
अनुच्छेद	अनुच्छेद	ax . n u ts . tsh e d		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n u ts . tsh e d
अनुत्तीर्ण	अनुत्तीर्ण	ax . n u t . t i r . n ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n u t . t i r . nn ax
अनुदान	अनुदान	ax . n u . d aa n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n u . d aa n
अनुप	अनुप	ax . n u p		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n u p
अनुपात	अनुपात	ax . n u . p aa t		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n u . p aa t
अनुप्रयोग	अनुप्रयोग	ax . n u . p r ax . y o g		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n u . p r ax . y o g
अनुप्रयोगहरू	अनुप्रयोगहरू	ax . n u . p r ax . y o g . h ax . r u		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n u . p r ax . y o g . h ax . r u
अनुप्रास	अनुप्रास	ax . n u . p r aa s		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n u . p r aa s
अनुबन्ध	अनुबन्ध	ax . n u . b ax n . dh ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n u . b ax n . dh ax
अनुभव	अनुभव	ax . n u . bh ax b		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n u . bh ax b
अनुमति	अनुमति	ax . n u . m ax . t i		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n u . m ax . t i
अनुमतिपत्र	अनुमतिपत्र	ax . n u . m ax . t i . p ax t . t r ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n u . m ax . t i . p ax t . t r ax
अनुमान	अनुमान	ax . n u . m aa n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n u . m aa n
अनुमोदन	अनुमोदन	ax . n u . m o . d ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n u . m o . d ax n
अनुरूप	अनुरूप	ax . n u . r u p		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n u . r u p
अनुरोध	अनुरोध	ax . n u . r o dh		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n u . r o dh
अनुवंशिकता	अनुवंशिकता	ax . n u . b ax m . s i k . t aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n u . b ax m . s i k . t aa
अनुवाद	अनुवाद	ax . n u . b aa d		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n u . b aa d
अनुवादक	अनुवादक	ax . n u . b aa . d ax k		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n u . b aa . d ax k
अनुशा	अनुशा	ax . n u . s aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n u . s aa
अनुशासन	अनुशासन	ax . n u . s aa . s ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n u . s aa . s ax n
अनुष्ठान	अनुष्ठान	ax . n u s . txh aa n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n u s . tth aa n
अनुसन्धाता	अनुसन्धाता	ax . n u . s ax n . dh aa . t aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n u . s ax n . dh aa . t aa
अनुसन्धान	अनुसन्धान	ax . n u . s ax n . dh aa n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n u . s ax n . dh aa n
अनुसन्धानकर्ता	अनुसन्धानकर्ता	ax . n u . s ax n . dh aa n . k ax r . t aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n u . s ax n . dh aa n . k ax r . t aa
अनुसरण	अनुसरण	ax . n u . s ax . r ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n u . s ax . r ax nn
अनुसार	अनुसार	ax . n u . s aa r		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n u . s aa r
अनुहार	अनुहार	ax . n u . h aa r		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n u . h aa r
अनेक	अनेक	ax . n e k		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n e k
अनेरास्ववियु	अनेरास्ववियु			spoken_nepali	google_ne_lr_2018	candidate		google_phones=
अनेरास्ववियू	अनेरास्ववियू			spoken_nepali	google_ne_lr_2018	candidate		google_phones=
अनेसास	अनेसास			spoken_nepali	google_ne_lr_2018	candidate		google_phones=
अनौठो	अनौठो	ax . n axw . txh o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax . n axw . tth o
अन्जना	अन्जना	ax n . dz ax . n aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax n . jh ax . n aa
अन्जान	अन्जान	ax n . dz aa n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax n . jh aa n
अन्जु	अन्जु	ax n . dz u		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax n . jh u
अन्टार्क्टिका	अन्टार्क्टिका	ax n . tx aa r k . tx i . k aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax n . tt aa r k . tt i . k aa
अन्टार्टिका	अन्टार्टिका	ax n . tx aa r . tx i . k aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax n . tt aa r . tt i . k aa
अन्टार्टिकाको	अन्टार्टिकाको	ax n . tx aa r . tx i . k aa . k o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax n . tt aa r . tt i . k aa . k o
अन्ठानब्बे	अन्ठानब्बे	ax n . txh aa . n ax b . b e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax n . tth aa . n ax b . b e
अन्ठानब्बेऔँ	अन्ठानब्बेऔँ	ax n . txh aa . n ax b . b e . axwn		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax n . tth aa . n ax b . b e . axwn
अन्ठानब्बेमा	अन्ठानब्बेमा	ax n . txh aa . n ax b . b e . m aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax n . tth aa . n ax b . b e . m aa
अन्डा	अन्डा	ax n . dx aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax n . dd aa
अन्त	अन्त	ax n . t ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax n . t ax
अन्तःशुल्क	अन्तःशुल्क	ax n . t ax . s u l . k ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax n . t ax . s u l . k ax
अन्ततः	अन्ततः	ax n . t ax . t ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax n . t ax . t ax
अन्ततिर	अन्ततिर	ax n . t ax . t i . r ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax n . t ax . t i . r ax
अन्तर	अन्तर	ax n . t ax r		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax n . t ax r
अन्तरकृया	अन्तरकृया	ax n . t ax r . k r i . y aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax n . t ax r . k r i . y aa
अन्तरक्रिया	अन्तरक्रिया	ax n . t ax r . k r i . y aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax n . t ax r . k r i . y aa
अन्तरगत	अन्तरगत	ax n . t ax r . g ax t		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax n . t ax r . g ax t
अन्तरमन	अन्तरमन	ax n . t ax r . m ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax n . t ax r . m ax n
अन्तरराज्यीय	अन्तरराज्यीय	ax n . t ax r . r aa dz . dz y i . y ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax n . t ax r . r aa jh . jh y i . y ax
अन्तरराष्ट्रिय	अन्तरराष्ट्रिय	ax n . t ax r . r aa s . tx r i y		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax n . t ax r . r aa s . tt r i y
अन्तरराष्ट्रियस्तर	अन्तरराष्ट्रियस्तर	ax n . t ax r . r aa s . tx r i . y ax . s t ax r		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax n . t ax r . r aa s . tt r i . y ax . s t ax r
अन्तरवस्त्र	अन्तरवस्त्र	ax n . t ax r . b ax s . t r ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax n . t ax r . b ax s . t r ax
अन्तरवार्ता	अन्तरवार्ता	ax n . t ax r . b aa r . t aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax n . t ax r . b aa r . t aa
अन्तरविरोध	अन्तरविरोध	ax n . t ax r . b i . r o dh		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax n . t ax r . b i . r o dh
अन्तरसम्बन्ध	अन्तरसम्बन्ध	ax n . t ax r . s ax m . b ax n . dh ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax n . t ax r . s ax m . b ax n . dh ax
अन्तरा	अन्तरा	ax n . t ax . r aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax n . t ax . r aa
अन्तरार्ष्ट्रिय	अन्तरार्ष्ट्रिय	ax n . t ax . r aa r s . tx r i y		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax n . t ax . r aa r s . tt r i y
अन्तराल	अन्तराल	ax n . t ax . r aa l		spoken_nepali	google_ne_lr_2018	candidate		google_phones=ax n . t ax . r aa l
